Query_index,Query,FAQ_index,Raw_score,Average,Label (mean score > 3 as positive)
9,What long-term issues do I face if infected with COVID-19?,4343,"[1, 1, 2]",1.333333333,negative
9,What long-term issues do I face if infected with COVID-19?,431,"[2, 1, 3]",2,negative
9,What long-term issues do I face if infected with COVID-19?,1695,"[4, 3, 2]",3,negative
9,What long-term issues do I face if infected with COVID-19?,3333,"[1, 2, 4]",2.333333333,negative
9,What long-term issues do I face if infected with COVID-19?,2690,"[4, 1, 1]",2,negative
9,What long-term issues do I face if infected with COVID-19?,2303,"[1, 2, 1]",1.333333333,negative
9,What long-term issues do I face if infected with COVID-19?,1675,"[2, 1, 1]",1.333333333,negative
9,What long-term issues do I face if infected with COVID-19?,1683,"[1, 1, 2]",1.333333333,negative
9,What long-term issues do I face if infected with COVID-19?,1492,"[2, 2, 3]",2.333333333,negative
9,What long-term issues do I face if infected with COVID-19?,2449,"[1, 3, 1]",1.666666667,negative
9,What long-term issues do I face if infected with COVID-19?,3889,"[4, 1, 2]",2.333333333,negative
9,What long-term issues do I face if infected with COVID-19?,5482,"[1, 1, 2]",1.333333333,negative
9,What long-term issues do I face if infected with COVID-19?,1468,"[2, 1, 2]",1.666666667,negative
9,What long-term issues do I face if infected with COVID-19?,2298,"[1, 3, 2]",2,negative
9,What long-term issues do I face if infected with COVID-19?,762,"[2, 2, 2]",2,negative
9,What long-term issues do I face if infected with COVID-19?,2319,"[4, 2, 1]",2.333333333,negative
9,What long-term issues do I face if infected with COVID-19?,430,"[4, 1, 2]",2.333333333,negative
9,What long-term issues do I face if infected with COVID-19?,2357,"[3, 1, 1]",1.666666667,negative
9,What long-term issues do I face if infected with COVID-19?,1505,"[3, 4, 1]",2.666666667,negative
9,What long-term issues do I face if infected with COVID-19?,2434,"[2, 1, 1]",1.333333333,negative
9,What long-term issues do I face if infected with COVID-19?,4429,"[2, 3, 2]",2.333333333,negative
9,What long-term issues do I face if infected with COVID-19?,225,"[1, 2, 1]",1.333333333,negative
9,What long-term issues do I face if infected with COVID-19?,807,"[1, 1, 4]",2,negative
9,What long-term issues do I face if infected with COVID-19?,4118,"[2, 3, 3]",2.666666667,negative
10,What do they mean when they say pooled testing?,1193,"[1, 2, 1]",1.333333333,negative
10,What do they mean when they say pooled testing?,4356,"[2, 2, 2]",2,negative
10,What do they mean when they say pooled testing?,4157,"[3, 2, 3]",2.666666667,negative
10,What do they mean when they say pooled testing?,881,"[4, 3, 1]",2.666666667,negative
10,What do they mean when they say pooled testing?,557,"[1, 2, 2]",1.666666667,negative
10,What do they mean when they say pooled testing?,2538,"[2, 2, 3]",2.333333333,negative
10,What do they mean when they say pooled testing?,3469,"[1, 3, 3]",2.333333333,negative
10,What do they mean when they say pooled testing?,490,"[3, 2, 1]",2,negative
10,What do they mean when they say pooled testing?,1268,"[1, 1, 2]",1.333333333,negative
10,What do they mean when they say pooled testing?,1022,"[2, 1, 2]",1.666666667,negative
10,What do they mean when they say pooled testing?,188,"[2, 4, 1]",2.333333333,negative
10,What do they mean when they say pooled testing?,1068,"[4, 2, 2]",2.666666667,negative
10,What do they mean when they say pooled testing?,867,"[2, 3, 2]",2.333333333,negative
10,What do they mean when they say pooled testing?,3532,"[3, 3, 3]",3,negative
10,What do they mean when they say pooled testing?,553,"[1, 2, 4]",2.333333333,negative
10,What do they mean when they say pooled testing?,1842,"[2, 2, 1]",1.666666667,negative
10,What do they mean when they say pooled testing?,1170,"[2, 1, 2]",1.666666667,negative
10,What do they mean when they say pooled testing?,3903,"[2, 2, 3]",2.333333333,negative
10,What do they mean when they say pooled testing?,1313,"[4, 2, 4]",3.333333333,positive
10,What do they mean when they say pooled testing?,2534,"[3, 4, 3]",3.333333333,positive
10,What do they mean when they say pooled testing?,4156,"[3, 3, 2]",2.666666667,negative
10,What do they mean when they say pooled testing?,1804,"[4, 3, 2]",3,negative
10,What do they mean when they say pooled testing?,979,"[1, 1, 3]",1.666666667,negative
10,What do they mean when they say pooled testing?,1844,"[1, 2, 3]",2,negative
10,What do they mean when they say pooled testing?,4287,"[2, 2, 1]",1.666666667,negative
10,What do they mean when they say pooled testing?,3464,"[1, 2, 2]",1.666666667,negative
10,What do they mean when they say pooled testing?,201,"[1, 2, 2]",1.666666667,negative
10,What do they mean when they say pooled testing?,1221,"[1, 3, 3]",2.333333333,negative
10,What do they mean when they say pooled testing?,1913,"[2, 2, 2]",2,negative
10,What do they mean when they say pooled testing?,1834,"[1, 2, 3]",2,negative
10,What do they mean when they say pooled testing?,3902,"[2, 3, 1]",2,negative
10,What do they mean when they say pooled testing?,4155,"[4, 4, 1]",3,negative
10,What do they mean when they say pooled testing?,4355,"[3, 2, 2]",2.333333333,negative
11,"During the COVID-19 pandemic, when would it be safe to resume normal activities when coming back from a country given a travel health notice?",498,"[1, 3, 2]",2,negative
11,"During the COVID-19 pandemic, when would it be safe to resume normal activities when coming back from a country given a travel health notice?",603,"[4, 3, 1]",2.666666667,negative
11,"During the COVID-19 pandemic, when would it be safe to resume normal activities when coming back from a country given a travel health notice?",213,"[2, 3, 2]",2.333333333,negative
11,"During the COVID-19 pandemic, when would it be safe to resume normal activities when coming back from a country given a travel health notice?",3990,"[1, 3, 2]",2,negative
11,"During the COVID-19 pandemic, when would it be safe to resume normal activities when coming back from a country given a travel health notice?",4141,"[3, 2, 4]",3,negative
11,"During the COVID-19 pandemic, when would it be safe to resume normal activities when coming back from a country given a travel health notice?",332,"[1, 1, 2]",1.333333333,negative
11,"During the COVID-19 pandemic, when would it be safe to resume normal activities when coming back from a country given a travel health notice?",2560,"[2, 3, 2]",2.333333333,negative
11,"During the COVID-19 pandemic, when would it be safe to resume normal activities when coming back from a country given a travel health notice?",2552,"[3, 1, 2]",2,negative
11,"During the COVID-19 pandemic, when would it be safe to resume normal activities when coming back from a country given a travel health notice?",2282,"[1, 3, 3]",2.333333333,negative
11,"During the COVID-19 pandemic, when would it be safe to resume normal activities when coming back from a country given a travel health notice?",4142,"[4, 1, 3]",2.666666667,negative
11,"During the COVID-19 pandemic, when would it be safe to resume normal activities when coming back from a country given a travel health notice?",1940,"[3, 3, 4]",3.333333333,positive
11,"During the COVID-19 pandemic, when would it be safe to resume normal activities when coming back from a country given a travel health notice?",3993,"[4, 1, 3]",2.666666667,negative
11,"During the COVID-19 pandemic, when would it be safe to resume normal activities when coming back from a country given a travel health notice?",3992,"[2, 2, 2]",2,negative
11,"During the COVID-19 pandemic, when would it be safe to resume normal activities when coming back from a country given a travel health notice?",3248,"[4, 2, 2]",2.666666667,negative
11,"During the COVID-19 pandemic, when would it be safe to resume normal activities when coming back from a country given a travel health notice?",3994,"[4, 3, 3]",3.333333333,positive
11,"During the COVID-19 pandemic, when would it be safe to resume normal activities when coming back from a country given a travel health notice?",3589,"[4, 2, 3]",3,negative
11,"During the COVID-19 pandemic, when would it be safe to resume normal activities when coming back from a country given a travel health notice?",4580,"[2, 2, 2]",2,negative
11,"During the COVID-19 pandemic, when would it be safe to resume normal activities when coming back from a country given a travel health notice?",2667,"[3, 4, 3]",3.333333333,positive
11,"During the COVID-19 pandemic, when would it be safe to resume normal activities when coming back from a country given a travel health notice?",1617,"[2, 2, 4]",2.666666667,negative
11,"During the COVID-19 pandemic, when would it be safe to resume normal activities when coming back from a country given a travel health notice?",5173,"[1, 2, 3]",2,negative
11,"During the COVID-19 pandemic, when would it be safe to resume normal activities when coming back from a country given a travel health notice?",1662,"[2, 2, 4]",2.666666667,negative
11,"During the COVID-19 pandemic, when would it be safe to resume normal activities when coming back from a country given a travel health notice?",1525,"[3, 2, 4]",3,negative
11,"During the COVID-19 pandemic, when would it be safe to resume normal activities when coming back from a country given a travel health notice?",2556,"[2, 3, 1]",2,negative
11,"During the COVID-19 pandemic, when would it be safe to resume normal activities when coming back from a country given a travel health notice?",2455,"[1, 3, 3]",2.333333333,negative
11,"During the COVID-19 pandemic, when would it be safe to resume normal activities when coming back from a country given a travel health notice?",1224,"[2, 1, 2]",1.666666667,negative
11,"During the COVID-19 pandemic, when would it be safe to resume normal activities when coming back from a country given a travel health notice?",902,"[3, 3, 2]",2.666666667,negative
11,"During the COVID-19 pandemic, when would it be safe to resume normal activities when coming back from a country given a travel health notice?",2559,"[3, 2, 4]",3,negative
11,"During the COVID-19 pandemic, when would it be safe to resume normal activities when coming back from a country given a travel health notice?",3588,"[4, 2, 4]",3.333333333,positive
11,"During the COVID-19 pandemic, when would it be safe to resume normal activities when coming back from a country given a travel health notice?",4638,"[4, 3, 2]",3,negative
11,"During the COVID-19 pandemic, when would it be safe to resume normal activities when coming back from a country given a travel health notice?",2128,"[1, 1, 3]",1.666666667,negative
11,"During the COVID-19 pandemic, when would it be safe to resume normal activities when coming back from a country given a travel health notice?",3989,"[3, 2, 4]",3,negative
11,"During the COVID-19 pandemic, when would it be safe to resume normal activities when coming back from a country given a travel health notice?",4993,"[2, 1, 3]",2,negative
11,"During the COVID-19 pandemic, when would it be safe to resume normal activities when coming back from a country given a travel health notice?",4485,"[1, 1, 3]",1.666666667,negative
12,When I am traveling where should I wear a face mask?,4007,"[3, 2, 2]",2.333333333,negative
12,When I am traveling where should I wear a face mask?,4336,"[4, 2, 2]",2.666666667,negative
12,When I am traveling where should I wear a face mask?,5360,"[3, 3, 2]",2.666666667,negative
12,When I am traveling where should I wear a face mask?,6277,"[3, 3, 4]",3.333333333,positive
12,When I am traveling where should I wear a face mask?,3154,"[2, 2, 2]",2,negative
12,When I am traveling where should I wear a face mask?,2051,"[4, 3, 2]",3,negative
12,When I am traveling where should I wear a face mask?,5182,"[1, 1, 3]",1.666666667,negative
12,When I am traveling where should I wear a face mask?,4499,"[3, 4, 4]",3.666666667,positive
12,When I am traveling where should I wear a face mask?,2707,"[2, 4, 3]",3,negative
12,When I am traveling where should I wear a face mask?,4495,"[2, 2, 4]",2.666666667,negative
12,When I am traveling where should I wear a face mask?,5981,"[4, 3, 3]",3.333333333,positive
12,When I am traveling where should I wear a face mask?,4222,"[3, 1, 3]",2.333333333,negative
12,When I am traveling where should I wear a face mask?,6902,"[4, 3, 3]",3.333333333,positive
12,When I am traveling where should I wear a face mask?,1294,"[4, 4, 4]",4,positive
12,When I am traveling where should I wear a face mask?,2128,"[1, 3, 3]",2.333333333,negative
12,When I am traveling where should I wear a face mask?,4002,"[4, 1, 3]",2.666666667,negative
12,When I am traveling where should I wear a face mask?,4245,"[3, 4, 4]",3.666666667,positive
12,When I am traveling where should I wear a face mask?,2059,"[3, 3, 1]",2.333333333,negative
12,When I am traveling where should I wear a face mask?,1655,"[4, 2, 3]",3,negative
12,When I am traveling where should I wear a face mask?,3872,"[3, 3, 4]",3.333333333,positive
